,Player,Pos,Year,Week,Team,Opponent Abbrev,Date,H/A,OT,Team Score,Opponent Score,Spread,Over/Under,Actual Margin,Indoor/Outdoor,Surface,Weather,Temperature,Wind,Sk,Int,Int TD,FF,FR,Fum TD,QBHits,TFL,Oppt Int TD,Oppt Fum TD,Oppt Punt TD,Oppt Kick TD
27453,TB DST,DST,2017,6,TB,,10/15/2017,H,,,38,2.5,46.5,-5,retractable roof (closed),grass ,indoors,,,2,1,0,2,1,1,4,8,0,0,0,0
27454,DEN DST,DST,2017,6,DEN,,10/15/2017,A,,,23,13.5,37.5,-13,outdoors,grass ,"61 degrees, wind 4 mph",61,4,3,0,0,0,1,0,3,6,1,0,0,0
27455,NYG DST,DST,2017,6,NYG,,10/15/2017,H,,,10,-13.5,37.5,13,outdoors,grass ,"61 degrees, wind 4 mph",61,4,4,2,1,2,1,0,,,0,0,0,0
27456,CLE DST,DST,2017,6,CLE,,10/15/2017,H,,,33,-7.5,46,-16,retractable roof (closed),astroturf,indoors,,,1,1,1,0,0,0,7,5,1,0,0,0
27457,HOU DST,DST,2017,6,HOU,,10/15/2017,A,,,17,7.5,46,16,retractable roof (closed),astroturf,indoors,,,4,3,1,1,0,0,7,7,1,0,0,0
27458,JAX DST,DST,2017,6,JAX,,10/15/2017,A,,,27,1,42,-10,outdoors,grass ,"88 degrees, wind 10 mph",88,10,3,0,0,1,2,0,,,0,0,0,1
27459,LAR DST,DST,2017,6,LAR,,10/15/2017,H,,,17,-1,42,10,outdoors,grass ,"88 degrees, wind 10 mph",88,10,5,1,0,2,1,0,8,9,0,0,0,0
27460,KC DST,DST,2017,6,KC,,10/15/2017,A,,,19,3.5,46,-6,outdoors,grass ,"60 degrees, wind 14 mph",60,14,1,1,0,0,0,0,2,5,0,0,0,0
27461,PIT DST,DST,2017,6,PIT,,10/15/2017,H,,,13,-3.5,46,6,outdoors,grass ,"60 degrees, wind 14 mph",60,14,3,0,0,0,1,0,11,6,0,0,0,0
27462,GB DST,DST,2017,6,GB,,10/15/2017,H,,,23,3,46,-13,dome,sportturf,indoors,,,0,1,0,2,1,0,4,5,0,0,0,0
27463,MIN DST,DST,2017,6,MIN,,10/15/2017,A,,,10,-3,46,13,dome,sportturf,indoors,,,4,3,0,0,0,0,13,4,0,0,0,0
27464,DET DST,DST,2017,6,DET,,10/15/2017,H,,,52,-6,50.5,-14,dome,sportturf,indoors,,,0,2,1,1,2,0,3,2,2,1,0,0
27465,NO DST,DST,2017,6,NO,,10/15/2017,A,,,38,6,50.5,14,dome,sportturf,indoors,,,5,3,2,2,3,1,7,7,1,0,1,0
27466,NE DST,DST,2017,6,NE,,10/15/2017,H,,,17,9,48.5,7,outdoors,fieldturf ,"73 degrees, wind 13 mph",73,13,4,2,0,1,0,0,13,9,0,0,0,0
27467,NYJ DST,DST,2017,6,NYJ,,10/15/2017,A,,,24,-9,48.5,-7,outdoors,fieldturf ,"73 degrees, wind 13 mph",73,13,0,1,0,1,1,0,3,0,0,0,0,0
27468,LAC DST,DST,2017,6,LAC,,10/15/2017,H,,,16,-3,48.5,1,outdoors,grass ,"76 degrees, wind 9 mph",76,9,1,2,0,1,0,0,0,5,0,0,0,0
27469,OAK DST,DST,2017,6,OAK,,10/15/2017,A,,,17,3,48.5,-1,outdoors,grass ,"76 degrees, wind 9 mph",76,9,1,0,0,1,2,0,4,2,0,0,0,0
27470,BAL DST,DST,2017,6,BAL,,10/15/2017,A,OT,,27,5.5,39.5,-3,outdoors,grass,"69 degrees, wind 7 mph",69,7,4,0,0,2,2,0,8,11,1,0,0,0
27471,CHI DST,DST,2017,6,CHI,,10/15/2017,H,OT,,24,-5.5,39.5,3,outdoors,grass,"69 degrees, wind 7 mph",69,7,3,2,1,1,1,0,3,5,0,0,1,1
27472,SF DST,DST,2017,6,SF,,10/15/2017,H,,,26,-12,46,-2,outdoors,grass ,"68 degrees, wind 4 mph",68,4,1,1,0,2,1,0,6,8,0,0,0,0
27473,WAS DST,DST,2017,6,WAS,,10/15/2017,A,,,24,12,46,2,outdoors,grass ,"68 degrees, wind 4 mph",68,4,3,1,0,0,0,0,16,5,0,0,0,0
27474,IND DST,DST,2017,6,IND,,10/16/2017,H,,,36,-7,46,-14,outdoors,grass ,"57 degrees, wind 7 mph",57,7,1,1,1,0,0,0,6,3,0,0,0,0
27475,TEN DST,DST,2017,6,TEN,,10/16/2017,A,,,22,7,46,14,outdoors,grass ,"57 degrees, wind 7 mph",57,7,1,0,0,1,1,0,5,2,1,0,0,0
27476,KC DST,DST,2017,7,KC,,10/19/2017,H,,,31,3,46.5,-1,outdoors,grass ,"62 degrees, wind 1 mph",62,1,0,0,0,0,0,0,1,4,0,0,0,0
27477,OAK DST,DST,2017,7,OAK,,10/19/2017,A,,,30,-3,46.5,1,outdoors,grass ,"62 degrees, wind 1 mph",62,1,1,0,0,0,0,0,5,3,0,0,0,0
27478,BUF DST,DST,2017,7,BUF,,10/22/2017,A,,,27,3,46.5,3,outdoors,a_turf,"74 degrees, wind 9 mph",74,9,1,1,0,3,2,0,7,5,0,0,0,0
27479,TB DST,DST,2017,7,TB,,10/22/2017,H,,,30,-3,46.5,-3,outdoors,a_turf,"74 degrees, wind 9 mph",74,9,1,0,0,1,1,0,5,5,0,0,0,0
27480,CAR DST,DST,2017,7,CAR,,10/22/2017,H,,,17,2.5,39.5,-14,outdoors,grass ,"70 degrees, wind 15 mph",70,15,4,0,0,0,0,0,4,7,1,1,0,0
27481,CHI DST,DST,2017,7,CHI,,10/22/2017,A,,,3,-2.5,39.5,14,outdoors,grass ,"70 degrees, wind 15 mph",70,15,5,2,1,0,1,1,11,7,0,0,0,0
27482,CLE DST,DST,2017,7,CLE,,10/22/2017,A,OT,,12,-5.5,42.5,-3,outdoors,grass ,"74 degrees, wind 12 mph",74,12,2,0,0,1,1,0,3,5,0,0,0,0
27483,TEN DST,DST,2017,7,TEN,,10/22/2017,H,OT,,9,5.5,42.5,3,outdoors,grass ,"74 degrees, wind 12 mph",74,12,2,3,0,0,0,0,7,3,0,0,0,0
27484,IND DST,DST,2017,7,IND,,10/22/2017,A,,,27,-3,41,-27,retractable roof (closed),fieldturf ,indoors,,,1,0,0,2,2,0,5,1,0,0,0,0
27485,JAX DST,DST,2017,7,JAX,,10/22/2017,H,,,0,3,41,27,retractable roof (closed),fieldturf ,indoors,,,10,0,0,2,0,0,20,8,0,0,0,0
27486,GB DST,DST,2017,7,GB,,10/22/2017,A,,,26,-3.5,45.5,-9,outdoors,grass ,"52 degrees, wind 10 mph",52,10,1,2,0,0,1,0,,,0,0,0,0
27487,NO DST,DST,2017,7,NO,,10/22/2017,H,,,17,3.5,45.5,9,outdoors,grass ,"52 degrees, wind 10 mph",52,10,1,1,0,2,1,0,3,4,0,0,0,0
27488,MIA DST,DST,2017,7,MIA,,10/22/2017,A,,,28,3,40,3,outdoors,grass ,"86 degrees, wind 18 mph",86,18,3,1,0,0,1,0,5,3,0,0,0,0
27489,NYJ DST,DST,2017,7,NYJ,,10/22/2017,H,,,31,-3,40,-3,outdoors,grass ,"86 degrees, wind 18 mph",86,18,3,2,0,1,1,0,13,7,0,0,0,0
27490,BAL DST,DST,2017,7,BAL,,10/22/2017,H,,,24,-5,37.5,-8,dome,sportturf,indoors,,,0,1,0,0,0,0,3,4,0,0,0,0
27491,MIN DST,DST,2017,7,MIN,,10/22/2017,A,,,16,5,37.5,8,dome,sportturf,indoors,,,5,0,0,1,0,0,6,12,0,0,0,0
27492,ATL DST,DST,2017,7,ATL,,10/22/2017,H,,,23,-3,56.5,-16,outdoors,fieldturf ,"56 degrees, wind 2 mph",56,2,2,0,0,1,0,0,2,3,0,0,0,0
27493,NE DST,DST,2017,7,NE,,10/22/2017,A,,,7,3,56.5,16,outdoors,fieldturf ,"56 degrees, wind 2 mph",56,2,1,0,0,0,1,0,,,0,0,0,0
27494,NYG DST,DST,2017,7,NYG,,10/22/2017,A,,,24,-4,39,-17,outdoors,fieldturf ,"75 degrees, wind 7 mph",75,7,1,0,0,1,1,0,7,5,0,0,0,0
27495,SEA DST,DST,2017,7,SEA,,10/22/2017,H,,,7,4,39,17,outdoors,fieldturf ,"75 degrees, wind 7 mph",75,7,1,0,0,1,1,0,6,3,0,0,0,0
27496,CIN DST,DST,2017,7,CIN,,10/22/2017,H,,,29,-4,40,-15,outdoors,grass ,"79 degrees, wind 6 mph",79,6,0,0,0,0,0,0,1,5,0,0,0,0
27497,PIT DST,DST,2017,7,PIT,,10/22/2017,A,,,14,4,40,15,outdoors,grass ,"79 degrees, wind 6 mph",79,6,4,2,0,1,0,0,6,6,0,0,0,0
27498,ARI DST,DST,2017,7,ARI,,10/22/2017,H,,,33,-3,45.5,-33,outdoors,grass,"54 degrees, wind 10 mph",54,10,1,1,0,0,0,0,4,4,0,0,0,0
27499,LAR DST,DST,2017,7,LAR,,10/22/2017,A,,,0,3,45.5,33,outdoors,grass,"54 degrees, wind 10 mph",54,10,3,2,0,1,0,0,6,5,0,0,0,0
27500,DEN DST,DST,2017,7,DEN,,10/22/2017,H,,,21,1,41,-21,outdoors,grass,"90 degrees, wind 4 mph",90,4,3,0,0,0,0,0,4,5,0,0,1,0
27501,LAC DST,DST,2017,7,LAC,,10/22/2017,A,,,0,-1,41,21,outdoors,grass,"90 degrees, wind 4 mph",90,4,5,1,0,3,2,0,7,7,0,0,0,0
27502,DAL DST,DST,2017,7,DAL,,10/22/2017,H,,,10,6.5,48,30,outdoors,grass,"68 degrees, wind 10 mph",68,10,5,0,0,4,3,0,9,9,0,0,0,0
27503,SF DST,DST,2017,7,SF,,10/22/2017,A,,,40,-6.5,48,-30,outdoors,grass,"68 degrees, wind 10 mph",68,10,0,0,0,0,1,0,,,0,0,0,0
27504,PHI DST,DST,2017,7,PHI,,10/23/2017,A,,,24,5,48.5,10,outdoors,grass ,"70 degrees, wind 9 mph",70,9,4,1,0,1,0,0,10,8,0,0,0,0
27505,WAS DST,DST,2017,7,WAS,,10/23/2017,H,,,34,-5,48.5,-10,outdoors,grass ,"70 degrees, wind 9 mph",70,9,3,1,0,1,1,0,6,6,0,0,0,0
27506,BAL DST,DST,2017,8,BAL,,10/26/2017,A,,,0,3,38,40,outdoors,grass,"56 degrees, wind 9 mph",56,9,3,2,2,0,0,0,8,11,0,0,0,0
27507,MIA DST,DST,2017,8,MIA,,10/26/2017,H,,,40,-3,38,-40,outdoors,grass,"56 degrees, wind 9 mph",56,9,0,0,0,0,0,0,3,3,2,0,0,0
27508,BUF DST,DST,2017,8,BUF,,10/29/2017,A,,,14,2,47,20,outdoors,a_turf,"42 degrees, wind 7 mph",42,7,0,2,0,4,2,1,,,0,0,0,0
27509,OAK DST,DST,2017,8,OAK,,10/29/2017,H,,,34,-2,47,-20,outdoors,a_turf,"42 degrees, wind 7 mph",42,7,0,0,0,0,1,0,4,8,0,1,0,0
27510,CIN DST,DST,2017,8,CIN,,10/29/2017,A,,,23,11,44,1,outdoors,fieldturf ,"39 degrees, wind 9 mph",39,9,4,1,1,0,1,0,7,8,0,0,0,0
27511,IND DST,DST,2017,8,IND,,10/29/2017,H,,,24,-11,44,-1,outdoors,fieldturf ,"39 degrees, wind 9 mph",39,9,3,0,0,2,2,0,8,9,1,0,0,0
27512,CLE DST,DST,2017,8,CLE,,10/29/2017,A,,,33,-11,38.5,-17,outdoors,grass,"56 degrees, wind 11 mph",56,11,1,1,0,1,0,0,6,9,0,0,0,0
27513,MIN DST,DST,2017,8,MIN,,10/29/2017,H,,,16,11,38.5,17,outdoors,grass,"56 degrees, wind 11 mph",56,11,3,0,0,1,2,0,9,5,0,0,0,0
27514,DET DST,DST,2017,8,DET,,10/29/2017,A,,,20,-3,44.5,-5,dome,fieldturf ,indoors,,,0,1,0,1,1,0,3,5,0,0,0,0
27515,PIT DST,DST,2017,8,PIT,,10/29/2017,H,,,15,3,44.5,5,dome,fieldturf ,indoors,,,2,0,0,0,1,0,6,7,0,0,0,0
27516,CHI DST,DST,2017,8,CHI,,10/29/2017,H,,,20,-7.5,46,-8,dome,sportturf,indoors,,,2,0,0,2,2,0,3,5,0,0,0,0
27517,NO DST,DST,2017,8,NO,,10/29/2017,A,,,12,7.5,46,8,dome,sportturf,indoors,,,2,1,0,0,0,0,7,7,0,0,0,0
27518,LAC DST,DST,2017,8,LAC,,10/29/2017,H,,,21,-6.5,49,-8,outdoors,fieldturf ,"62 degrees, wind 8 mph",62,8,3,0,0,0,1,0,5,7,0,0,0,0
27519,NE DST,DST,2017,8,NE,,10/29/2017,A,,,13,6.5,49,8,outdoors,fieldturf ,"62 degrees, wind 8 mph",62,8,0,1,0,0,0,0,3,3,0,0,0,0
27520,ATL DST,DST,2017,8,ATL,,10/29/2017,H,,,20,6.5,43.5,5,outdoors,fieldturf ,"63 degrees, wind 5 mph",63,5,3,0,0,1,2,0,7,6,0,0,0,0
27521,NYJ DST,DST,2017,8,NYJ,,10/29/2017,A,,,25,-6.5,43.5,-5,outdoors,fieldturf ,"63 degrees, wind 5 mph",63,5,1,0,0,0,2,0,5,4,0,0,0,0
27522,PHI DST,DST,2017,8,PHI,,10/29/2017,A,,,10,13,45,23,outdoors,grass ,"67 degrees, wind 12 mph",67,12,4,2,1,0,0,0,12,9,0,0,0,0
27523,SF DST,DST,2017,8,SF,,10/29/2017,H,,,33,-13,45,-23,outdoors,grass ,"67 degrees, wind 12 mph",67,12,3,1,0,0,0,0,7,5,1,0,0,0
27524,HOU DST,DST,2017,8,HOU,,10/29/2017,H,,,41,-6,45,-3,outdoors,fieldturf ,"50 degrees, wind 2 mph",50,2,2,1,0,1,1,0,6,7,1,0,0,0
27525,SEA DST,DST,2017,8,SEA,,10/29/2017,A,,,38,6,45,3,outdoors,fieldturf ,"50 degrees, wind 2 mph",50,2,5,3,1,1,0,0,8,7,0,0,0,0
27526,CAR DST,DST,2017,8,CAR,,10/29/2017,H,,,3,-1.5,46,14,outdoors,grass ,"63 degrees, wind 13 mph",63,13,3,2,0,1,2,0,8,4,0,0,0,0
27527,TB DST,DST,2017,8,TB,,10/29/2017,A,,,17,1.5,46,-14,outdoors,grass ,"63 degrees, wind 13 mph",63,13,0,1,0,0,0,0,0,3,0,0,0,0
27528,DAL DST,DST,2017,8,DAL,,10/29/2017,H,,,19,3,46.5,14,outdoors,grass ,"60 degrees, wind 4 mph",60,4,4,1,1,2,2,0,9,6,0,0,0,0
27529,WAS DST,DST,2017,8,WAS,,10/29/2017,A,,,33,-3,46.5,-14,outdoors,grass ,"60 degrees, wind 4 mph",60,4,2,0,0,1,2,0,3,4,1,0,0,0
27530,DEN DST,DST,2017,8,DEN,,10/30/2017,H,,,29,-7,42,-10,outdoors,grass ,"44 degrees, wind 12 mph",44,12,1,1,0,1,1,0,2,3,0,1,0,0
27531,KC DST,DST,2017,8,KC,,10/30/2017,A,,,19,7,42,10,outdoors,grass ,"44 degrees, wind 12 mph",44,12,3,3,0,1,2,1,6,4,0,0,0,0
27532,BUF DST,DST,2017,9,BUF,,11/2/2017,H,,,34,3,42,-13,outdoors,fieldturf ,"68 degrees, wind 11 mph",68,11,1,0,0,0,0,0,5,8,0,0,0,0
27533,NYJ DST,DST,2017,9,NYJ,,11/2/2017,A,,,21,-3,42,13,outdoors,fieldturf ,"68 degrees, wind 11 mph",68,11,7,0,0,3,3,0,11,9,0,0,0,0
27534,ATL DST,DST,2017,9,ATL,,11/5/2017,H,,,20,3,42,-3,outdoors,grass ,"61 degrees, wind 4 mph",61,4,1,0,0,2,3,0,3,3,0,0,0,0
27535,CAR DST,DST,2017,9,CAR,,11/5/2017,A,,,17,-3,42,3,outdoors,grass ,"61 degrees, wind 4 mph",61,4,2,1,0,1,1,0,8,3,0,0,0,0
27536,DAL DST,DST,2017,9,DAL,,11/5/2017,A,,,17,2.5,53,11,retractable roof (closed),matrixturf,indoors,,,2,1,0,0,0,0,3,5,0,0,0,0
27537,KC DST,DST,2017,9,KC,,11/5/2017,H,,,28,-2.5,53,-11,retractable roof (closed),matrixturf,indoors,,,1,0,0,0,0,0,4,4,0,0,0,0
27538,HOU DST,DST,2017,9,HOU,,11/5/2017,A,,,20,6,45,-6,retractable roof (closed),astroturf,indoors,,,3,0,0,1,1,1,6,5,0,0,0,0
27539,IND DST,DST,2017,9,IND,,11/5/2017,H,,,14,-6,45,6,retractable roof (closed),astroturf,indoors,,,2,0,0,2,1,0,8,1,0,1,0,0
27540,CIN DST,DST,2017,9,CIN,,11/5/2017,H,,,23,-6,38,-16,outdoors,grass ,"78 degrees, wind 12 mph",78,12,0,0,0,1,1,0,5,2,0,0,1,0
27541,JAX DST,DST,2017,9,JAX,,11/5/2017,A,,,7,6,38,16,outdoors,grass ,"78 degrees, wind 12 mph",78,12,2,0,0,0,0,0,2,5,0,0,0,0
27542,MIA DST,DST,2017,9,MIA,,11/5/2017,A,,,27,-3,44.5,-3,outdoors,grass ,"77 degrees, wind 2 mph",77,2,1,1,0,2,2,0,,,0,0,0,0
27543,OAK DST,DST,2017,9,OAK,,11/5/2017,H,,,24,3,44.5,3,outdoors,grass ,"77 degrees, wind 2 mph",77,2,1,0,0,1,2,0,,,0,0,0,0
27544,NO DST,DST,2017,9,NO,,11/5/2017,A,,,10,7,54,20,dome,sportturf,indoors,,,4,0,0,1,2,0,9,4,0,0,0,0
27545,TB DST,DST,2017,9,TB,,11/5/2017,H,,,30,-7,54,-20,dome,sportturf,indoors,,,1,0,0,2,2,0,2,1,0,0,0,0
27546,LAR DST,DST,2017,9,LAR,,11/5/2017,H,,,17,5.5,42.5,34,outdoors,fieldturf ,"56 degrees, wind 6 mph",56,6,2,1,0,2,2,0,,,0,0,0,0
27547,NYG DST,DST,2017,9,NYG,,11/5/2017,A,,,51,-5.5,42.5,-34,outdoors,fieldturf ,"56 degrees, wind 6 mph",56,6,0,0,0,1,0,0,2,3,0,0,0,0
27548,BAL DST,DST,2017,9,BAL,,11/5/2017,H,,,23,-3,41,-3,outdoors,grass ,"75 degrees, wind 10 mph",75,10,3,1,0,0,0,0,7,5,0,0,0,0
27549,TEN DST,DST,2017,9,TEN,,11/5/2017,A,,,20,3,41,3,outdoors,grass ,"75 degrees, wind 10 mph",75,10,2,2,0,0,0,0,3,3,0,0,0,0
27550,DEN DST,DST,2017,9,DEN,,11/5/2017,H,,,51,-7,41,-28,outdoors,grass ,"61 degrees, wind 5 mph",61,5,2,0,0,1,1,1,2,5,0,0,0,0
27551,PHI DST,DST,2017,9,PHI,,11/5/2017,A,,,23,7,41,28,outdoors,grass ,"61 degrees, wind 5 mph",61,5,3,2,0,1,0,0,10,8,0,1,0,0
27552,SEA DST,DST,2017,9,SEA,,11/5/2017,A,,,17,8,44.5,-3,outdoors,fieldturf ,"36 degrees, wind 11 mph",36,11,6,0,0,0,1,0,11,8,0,0,0,0
27553,WAS DST,DST,2017,9,WAS,,11/5/2017,H,,,14,-8,44.5,3,outdoors,fieldturf ,"36 degrees, wind 11 mph",36,11,2,2,0,0,0,0,10,3,0,0,0,0
27554,ARI DST,DST,2017,9,ARI,,11/5/2017,H,,,10,2.5,39,10,outdoors,grass,"61 degrees, wind 8 mph",61,8,5,1,0,1,1,0,16,4,0,0,0,0
27555,SF DST,DST,2017,9,SF,,11/5/2017,A,,,20,-2.5,39,-10,outdoors,grass,"61 degrees, wind 8 mph",61,8,0,1,0,1,1,0,7,4,0,0,0,0
27556,DET DST,DST,2017,9,DET,,11/6/2017,H,,,17,2.5,42.5,13,outdoors,grass ,"35 degrees, wind 3 mph",35,3,3,0,0,0,1,0,,,0,0,0,0
27557,GB DST,DST,2017,9,GB,,11/6/2017,A,,,30,-2.5,42.5,-13,outdoors,grass ,"35 degrees, wind 3 mph",35,3,1,0,0,2,1,0,3,8,0,0,0,0
27558,ARI DST,DST,2017,10,ARI,,11/9/2017,A,,,22,-6,40,-6,retractable roof (open),grass ,indoors,,,5,0,0,1,0,0,7,7,0,0,0,0
27559,SEA DST,DST,2017,10,SEA,,11/9/2017,H,,,16,6,40,6,retractable roof (open),grass ,indoors,,,2,0,0,1,1,0,10,7,0,0,0,0
27560,ATL DST,DST,2017,10,ATL,,11/12/2017,A,,,7,3.5,49,20,dome,fieldturf,indoors,,,8,0,0,2,2,0,9,9,0,0,0,0
27561,DAL DST,DST,2017,10,DAL,,11/12/2017,H,,,27,-3.5,49,-20,dome,fieldturf,indoors,,,1,1,0,0,0,0,4,7,0,0,0,0
27562,BUF DST,DST,2017,10,BUF,,11/12/2017,A,,,47,-2,48.5,-37,outdoors,a_turf,"42 degrees, wind 2 mph",42,2,0,0,0,1,1,0,1,4,0,0,0,0
27563,NO DST,DST,2017,10,NO,,11/12/2017,H,,,10,2,48.5,37,outdoors,a_turf,"42 degrees, wind 2 mph",42,2,2,1,0,1,0,0,3,5,0,0,0,0
27564,CHI DST,DST,2017,10,CHI,,11/12/2017,A,,,23,4.5,37.5,-7,outdoors,grass ,"40 degrees, wind 6 mph",40,6,3,0,0,0,0,0,7,4,0,0,0,0
27565,GB DST,DST,2017,10,GB,,11/12/2017,H,,,16,-4.5,37.5,7,outdoors,grass ,"40 degrees, wind 6 mph",40,6,5,0,0,1,0,0,11,13,0,0,0,0
27566,IND DST,DST,2017,10,IND,,11/12/2017,A,,,20,-10.5,47,-3,retractable roof (closed),fieldturf ,indoors,,,1,1,0,0,0,0,3,4,0,0,0,0
27567,PIT DST,DST,2017,10,PIT,,11/12/2017,H,,,17,10.5,47,3,retractable roof (closed),fieldturf ,indoors,,,3,1,0,0,0,0,13,11,0,0,0,0
27568,DEN DST,DST,2017,10,DEN,,11/12/2017,A,,,41,-7,45,-25,outdoors,grass ,"48 degrees, wind 5 mph",48,5,1,0,0,0,0,0,5,4,0,0,0,1
27569,NE DST,DST,2017,10,NE,,11/12/2017,H,,,16,7,45,25,outdoors,grass ,"48 degrees, wind 5 mph",48,5,0,1,0,0,1,0,2,1,0,0,0,0
27570,CLE DST,DST,2017,10,CLE,,11/12/2017,H,,,38,-10.5,42.5,-14,dome,fieldturf ,indoors,,,4,1,0,0,0,0,8,6,0,1,0,0
27571,DET DST,DST,2017,10,DET,,11/12/2017,A,,,24,10.5,42.5,14,dome,fieldturf ,indoors,,,4,1,0,1,1,1,11,6,0,0,0,0
27572,JAX DST,DST,2017,10,JAX,,11/12/2017,A,OT,,17,5,40.5,3,outdoors,grass ,"76 degrees, wind 5 mph",76,5,0,1,0,1,1,0,5,5,0,0,0,0
27573,LAC DST,DST,2017,10,LAC,,11/12/2017,H,OT,,20,-5,40.5,-3,outdoors,grass ,"76 degrees, wind 5 mph",76,5,3,2,0,0,0,0,10,5,0,0,0,0
27574,CIN DST,DST,2017,10,CIN,,11/12/2017,H,,,24,-4.5,40.5,-4,outdoors,grass ,"53 degrees, wind 4 mph",53,4,4,1,0,1,0,0,8,6,0,0,0,0
27575,TEN DST,DST,2017,10,TEN,,11/12/2017,A,,,20,4.5,40.5,4,outdoors,grass ,"53 degrees, wind 4 mph",53,4,1,0,0,1,2,0,2,3,0,0,0,0
27576,HOU DST,DST,2017,10,HOU,,11/12/2017,H,,,33,-12,45,-26,outdoors,grass,"68 degrees, no wind",68,0,3,0,0,0,0,0,6,10,0,0,0,0
27577,LAR DST,DST,2017,10,LAR,,11/12/2017,A,,,7,12,45,26,outdoors,grass,"68 degrees, no wind",68,0,3,2,0,2,2,0,8,3,0,0,0,0
27578,NYG DST,DST,2017,10,NYG,,11/12/2017,H,,,31,3,41.5,-10,outdoors,grass,"68 degrees, wind 5 mph",68,5,0,1,0,1,1,0,2,4,0,0,0,0
27579,SF DST,DST,2017,10,SF,,11/12/2017,A,,,21,-3,41.5,10,outdoors,grass,"68 degrees, wind 5 mph",68,5,3,0,0,1,1,0,5,4,0,0,0,0
27580,NYJ DST,DST,2017,10,NYJ,,11/12/2017,H,,,15,-1,44.5,-5,outdoors,grass ,"79 degrees, wind 16 mph",79,16,1,1,0,0,0,0,7,6,0,0,0,0
27581,TB DST,DST,2017,10,TB,,11/12/2017,A,,,10,1,44.5,5,outdoors,grass ,"79 degrees, wind 16 mph",79,16,6,1,0,1,2,0,,,0,0,0,0
27582,MIN DST,DST,2017,10,MIN,,11/12/2017,H,,,30,1,43,8,outdoors,grass ,"44 degrees, wind 4 mph",44,4,1,1,0,0,0,0,5,5,0,0,0,0
27583,WAS DST,DST,2017,10,WAS,,11/12/2017,A,,,38,-1,43,-8,outdoors,grass ,"44 degrees, wind 4 mph",44,4,0,2,0,0,0,0,2,3,0,0,0,0
27584,CAR DST,DST,2017,10,CAR,,11/13/2017,A,,,21,8,38.5,24,outdoors,grass ,"49 degrees, wind 6 mph",49,6,0,1,0,0,0,0,2,1,0,0,0,0
27585,MIA DST,DST,2017,10,MIA,,11/13/2017,H,,,45,-8,38.5,-24,outdoors,grass ,"49 degrees, wind 6 mph",49,6,0,0,0,0,0,0,2,0,0,0,0,0
27586,PIT DST,DST,2017,11,PIT,,11/16/2017,A,,,17,7,44.5,23,outdoors,grass ,"40 degrees, wind 17 mph",40,17,5,4,0,0,0,0,10,10,0,0,0,0
27587,TEN DST,DST,2017,11,TEN,,11/16/2017,H,,,40,-7,44.5,-23,outdoors,grass ,"40 degrees, wind 17 mph",40,17,3,0,0,1,0,0,5,6,0,0,0,0
27588,CHI DST,DST,2017,11,CHI,,11/19/2017,A,,,27,-3,41,-3,outdoors,grass ,"33 degrees, wind 16 mph",33,16,3,0,0,1,1,0,7,6,0,1,0,0
27589,DET DST,DST,2017,11,DET,,11/19/2017,H,,,24,3,41,3,outdoors,grass ,"33 degrees, wind 16 mph",33,16,1,0,0,0,2,1,5,3,0,0,0,0
27590,CLE DST,DST,2017,11,CLE,,11/19/2017,A,,,19,-7.5,37,-12,outdoors,grass ,"38 degrees, wind 16 mph",38,16,2,0,0,3,2,0,,,0,1,0,0
27591,JAX DST,DST,2017,11,JAX,,11/19/2017,H,,,7,7.5,37,12,outdoors,grass ,"38 degrees, wind 16 mph",38,16,5,2,0,4,4,1,5,4,0,0,0,0
27592,DAL DST,DST,2017,11,DAL,,11/19/2017,A,,,37,-6,48,-28,retractable roof (closed),matrixturf,indoors,,,0,0,0,0,0,0,6,4,0,1,0,0
27593,PHI DST,DST,2017,11,PHI,,11/19/2017,H,,,9,6,48,28,retractable roof (closed),matrixturf,indoors,,,4,3,0,1,1,1,6,5,0,0,0,0
27594,CIN DST,DST,2017,11,CIN,,11/19/2017,H,,,17,-2.5,37.5,3,outdoors,grass ,"60 degrees, wind 7 mph",60,7,3,1,0,1,2,0,12,4,0,0,0,0
27595,DEN DST,DST,2017,11,DEN,,11/19/2017,A,,,20,2.5,37.5,-3,outdoors,grass ,"60 degrees, wind 7 mph",60,7,2,0,0,1,0,0,4,8,0,0,0,0
27596,BAL DST,DST,2017,11,BAL,,11/19/2017,H,,,0,2.5,38.5,23,outdoors,grass ,"28 degrees, wind 14 mph",28,14,6,3,0,3,3,0,,,0,0,0,0
27597,GB DST,DST,2017,11,GB,,11/19/2017,A,,,23,-2.5,38.5,-23,outdoors,grass ,"28 degrees, wind 14 mph",28,14,3,1,0,0,0,0,10,8,0,0,0,0
27598,ARI DST,DST,2017,11,ARI,,11/19/2017,H,,,31,-2.5,38,-10,retractable roof (closed),astroturf,indoors,,,1,1,0,4,2,0,,,0,0,0,0
27599,HOU DST,DST,2017,11,HOU,,11/19/2017,A,,,21,2.5,38,10,retractable roof (closed),astroturf,indoors,,,2,2,0,0,1,0,,,0,0,0,0
27600,MIA DST,DST,2017,11,MIA,,11/19/2017,A,,,30,-1,44,-10,outdoors,grass ,"81 degrees, wind 9 mph",81,9,1,0,0,0,1,0,6,6,0,1,0,0
